"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"1688",191,1687,1,0.502799987792969,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['in_equidad', 'educacion', 'falto', 'educacion', 'calidad']","Mejorar calidad y acceso a salud y educación",199,"red de protección social santa maría y opd santa maría",5,5706,"14 a 18",12,"Establecimiento Educacional"
"1689",192,1688,8,0.314500004053116,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['necesidad', 'espacio', 'esparcimiento', 'taller', 'actividad', 'esten', 'relacionar', 'creatividad', 'acompanamiento', 'habilidad', 'joven', 'poseer']","Espacios públicos",200,"red comunal de la niñez",5,5701,"10 a 13",20,"Oficina Local de la Niñez"
"1690",193,1689,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['derecho', 'ninos_ninas', 'jovenes']","Espacios públicos",201,"cesfam san esteban",5,5304,"14 a 18",10,"Consejo Consultivo"
"1691",194,1690,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['pensionar', 'precario', 'adultos_mayores']","Mejorar calidad y acceso a salud y educación",202,"opd pac 24 horas",13,13121,"Todos",80,"Otro"
"1692",197,1691,8,0.371100008487701,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['brindar', 'espacio', 'escucha_activa', 'toma_decisiones', 'ninos_ninas']","Espacios públicos",205,"municipalidad de concepción",8,8101,"Todos",40,"Otro"
"1693",199,1692,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",207,"equipo chile crece contigo",5,5704,"4 a 5",10,"Otro"
"1694",200,1693,8,0.300000011920929,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['salir', 'jugar', 'ninos_ninas', 'barrio']","Espacios públicos",208,"jardín los naranjitos de junji",6,6115,"4 a 5",11,"Establecimiento Educacional"
"1695",201,1694,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguridad', 'socio']","Derechos sociales e igualdad",209,"grupo guias y scouts rucamanqui",6,6101,"6 a 9",8,"Otro"
"1696",202,1695,4,0.275099992752075,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['columpio', 'roto']","Conectividad y transporte",210,"chcc opd daem",5,5301,"4 a 5",10,"Establecimiento Educacional"
"1697",203,1696,4,0.361699998378754,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'expresar', 'peticionar', 'existir', 'violencia']","Conectividad y transporte",211,"municipalidad de tirua",8,8207,"Todos",100,"Oficina de Protección de Derechos"
"1698",207,1697,4,0.263399988412857,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'generar', 'mas', 'espacio', 'encontrar', 'incidencia']","Conectividad y transporte",215,"opd cosam",13,13112,"14 a 18",15,"Otro"
"1699",208,1698,4,0.260699987411499,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'ser', 'escuchar', 'momento', 'opinar']","Conectividad y transporte",216,"oficina de niñez municipalidad de quilicura",13,13125,"Todos",12,"Otro"
"1700",209,1699,8,0.210999995470047,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['importancia', 'bueno', 'vecino']","Espacios públicos",217,"jardín infantil los naranjitos",6,6115,"4 a 5",11,"Establecimiento Educacional"
"1701",210,1700,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'equidad', 'justicia']","Mejorar calidad y acceso a salud y educación",218,"mesa infantojuvenil",14,14203,"Todos",21,"Establecimiento Educacional"
"1702",211,1701,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['sueldo']","Vivienda",219,"chile crece contigo opd daem los andes",5,5301,"10 a 13",8,"Establecimiento Educacional"
"1703",212,1702,6,0.415699988603592,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguir', 'estudiar', 'luchar', 'educacion', 'importante']","Derechos sociales e igualdad",220,"municipalidad de santa cruz niños programa familia",6,6310,"6 a 9",7,"Otro"
"1704",213,1703,5,0.286900013685226,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['tener', 'mas', 'deporte', 'arte']","Seguridad",221,"coord niñez octava y chcc comunal",8,8204,"6 a 9",6,"Establecimiento Educacional"
"1705",214,1704,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'sistema', 'salud']","Mejorar calidad y acceso a salud y educación",222,"coord niñez octava y chcc comunal",8,8206,"10 a 13",6,"Establecimiento Educacional"
"1706",215,1705,3,0.318599998950958,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['agotamiento', 'gente', 'falto', 'dinero']","Paz y justicia",223,"opd putaendo y hpv2 putaendo y programa de fortalecimiento municipal red chcc y sala de juegos hepi",5,5705,"Todos",20,"Otro"
"1707",216,1706,3,0.344300001859665,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['llamar', 'paz']","Paz y justicia",224,"coord niñez octava y chcc comunal",8,8206,"10 a 13",16,"Establecimiento Educacional"
"1708",217,1707,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['fin', 'violencia']","Conectividad y transporte",225,"ilustre municipalidad de concón",5,5103,"6 a 9",47,"Otro"
"1709",218,1708,3,0.320499986410141,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['vivir', 'territorio', 'verde', 'limpiar']","Paz y justicia",226,"colegio timoteo araya alegría",7,7407,"10 a 13",20,"Establecimiento Educacional"
"1710",219,1709,1,0.283199995756149,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'convocarlos', 'votar', 'abril']","Mejorar calidad y acceso a salud y educación",227,"misión ev san pablo de chile",8,8205,"14 a 18",16,"Programa Sename"
"1711",220,1710,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['respetar', 'personar']","Conectividad y transporte",228,"opd rucamalen",8,8205,"10 a 13",7,"Programa Sename"
"1712",221,1711,8,0.246700003743172,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['dictadura', 'encuebierta', 'existir', 'abuso_poder', 'jovenes', 'violencia', 'permitirles', 'ser_escuchados']","Espacios públicos",229,"opd calama",2,2201,"14 a 18",3,"Programa Sename"
"1713",222,1712,6,0.219099998474121,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['areas_verdes', 'necesario', 'poder', 'utilizarlo', 'respetar', 'lugar', 'ir', 'familia']","Derechos sociales e igualdad",230,"opd las compañías",4,4101,"Todos",13,"Oficina de Protección de Derechos"
"1714",223,1713,4,0.267300009727478,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['felicidad']","Conectividad y transporte",231,"opd de la comuna de llay llay",5,5703,"14 a 18",4,"Consejo Consultivo"
"1715",224,1714,7,0.207599997520447,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['hospital']","Acceso a servicios y prestaciones dignas",232,"fundación crate hogar san francisco",7,7304,"14 a 18",6,"Programa Sename"
"1716",227,1715,2,0.380699992179871,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['valorar', 'especificamente', 'valorarse', 'jovenes', 'entender', 'agente', 'cambiar']","Cambios políticos y culturales",235,"corporación misión evangélica san pablo de chile",8,8102,"14 a 18",16,"Programa Sename"
"1717",228,1716,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['enojar']","Paz y justicia",236,"opd coquimbo",4,4102,"4 a 5",23,"Establecimiento Educacional"
"1718",229,1717,8,0.26910001039505,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['eliminar', 'psu', 'eficiente', 'medir', 'habilidad', 'adolescente']","Espacios públicos",237,"opd rucamalen",8,8205,"14 a 18",6,"Consejo Consultivo"
"1719",230,1718,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['igualdad']","Derechos sociales e igualdad",238,"opd coquimbo sename",4,4102,"6 a 9",10,"Consejo Consultivo"
"1720",231,1719,7,0.207599997520447,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['trabajar']","Acceso a servicios y prestaciones dignas",239,"opd coquimbo sename",4,4102,"4 a 5",25,"Establecimiento Educacional"
"1721",232,1720,7,0.207599997520447,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['trabajar']","Acceso a servicios y prestaciones dignas",240,"opd coquimbo sename",4,4102,"4 a 5",25,"Establecimiento Educacional"
"1722",233,1721,4,0.300500005483627,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['respetar', 'personar', 'opinión', 'diferente', 'solucionar', 'problema', 'dialogar']","Conectividad y transporte",241,"junta de vecinos presidente lagos",9,9111,"10 a 13",12,"Oficina Local de la Niñez"
"1723",234,1722,7,0.363000005483627,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['acceso', 'publicar', 'digno', 'oportuno']","Acceso a servicios y prestaciones dignas",242,"junta de vecinos imperial",9,9111,"14 a 18",17,"Oficina de Protección de Derechos"
"1724",236,1723,8,0.270099997520447,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['lugar', 'poder', 'refrescarse', 'considerar', 'clima', 'comuna']","Espacios públicos",244,"centro de infancia",3,3303,"6 a 9",5,"Otro"
"1725",237,1724,2,0.33500000834465,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['arbolar', 'frutal', 'tan', 'casar', 'calle']","Cambios políticos y culturales",245,"centro de infancia",3,3101,"6 a 9",5,"Otro"
"1726",239,1725,5,0.38289999961853,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['seguridad', 'casar', 'barrio', 'existir', 'mayor', 'camaras', 'vigilancia']","Seguridad",248,"centro de infancia",3,3303,"10 a 13",10,"Otro"
"1727",241,1726,2,0.260300010442734,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['igualdad', 'justicia', 'menos', 'discriminacion']","Cambios políticos y culturales",250,"sename    cip crc la serena",4,4101,"14 a 18",7,"Otro"
"1728",244,1727,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",253,"i municipalidad de coinco",6,6103,"4 a 5",7,"Otro"
"1729",245,1728,9,0.239999994635582,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['tomar', 'consciencia', 'responsabilidad', 'mediar', 'ambiental']","Espacios recreativos y de esparcimiento",254,"oficina local de la niñez",1,1101,"6 a 9",8,"Otro"
"1730",247,1729,2,0.304399996995926,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['cambiar', 'seguridad', 'social', 'beneficiar', 'solo', 'gente']","Cambios políticos y culturales",256,"opd tirua",8,8207,"14 a 18",36,"Otro"
"1731",249,1730,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'pensionar', 'abuelo']","Mejorar calidad y acceso a salud y educación",258,"fortalecimiento municipal comuna de cochrane",11,11301,"6 a 9",10,"Establecimiento Educacional"
"1732",251,1731,3,0.344300001859665,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['precio', 'elevar']","Paz y justicia",260,"residencia teniente merino",1,1101,"Todos",10,"Programa Sename"
"1733",252,1732,1,0.430900007486343,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['impedir', 'personal']","Mejorar calidad y acceso a salud y educación",261,"opd villa alemana chile crece contigo comunal",5,5804,"Todos",9,"Oficina de Protección de Derechos"
"1734",253,1733,6,0.26570001244545,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'dar', 'contar', 'vivencia', 'comentar', 'experiencia']","Derechos sociales e igualdad",262,"oficina local de la niñez oln la florida",13,13110,"4 a 5",11,"Establecimiento Educacional"
"1735",256,1734,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['igualdad']","Derechos sociales e igualdad",265,"chile crece contigo",6,6309,"10 a 13",5,"Otro"
"1736",257,1735,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['alimento', 'medicamento', 'caro']","Mejorar calidad y acceso a salud y educación",266,"opd llanquihue",10,10107,"6 a 9",14,"Establecimiento Educacional"
"1737",258,1736,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",267,"opd llanquihue",10,10107,"14 a 18",27,"Establecimiento Educacional"
"1738",260,1737,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud', 'gratuito', 'calidad']","Mejorar calidad y acceso a salud y educación",269,"csc calera de tango sename",13,13403,"14 a 18",12,"Otro"
"1739",262,1738,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'politicas']","Mejorar calidad y acceso a salud y educación",271,"centro de cuidado de niños de padres temporeros",14,14201,"10 a 13",10,"Establecimiento Educacional"
"1740",263,1739,6,0.30239999294281,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['querer', 'tener', 'casar', 'vivir', 'juntar', 'padre', 'hermano']","Derechos sociales e igualdad",272,"jardin bosque magico y oficina chile crece contigo de cañete",8,8203,"4 a 5",20,"Establecimiento Educacional"
"1741",264,1740,0,0.231600001454353,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['existir', 'aun', 'brecha', 'oportunidad', 'hombres_mujeres']","Vivienda",273,"programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
"1742",265,1741,9,0.217899993062019,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['falto', 'emplear', 'familia', 'padre', 'quedar', 'trabajar']","Espacios recreativos y de esparcimiento",274,"club deportivo",8,8112,"10 a 13",20,"Otro"
"1743",266,1742,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ninos_ninas', 'plaza']","Espacios públicos",275,"opd purranque",10,10303,"6 a 9",10,"Otro"
"1744",268,1743,9,0.300999999046326,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['cuidar', 'planeta', 'evitar']","Espacios recreativos y de esparcimiento",277,"residencia bárbara kast corporación maría ayuda",2,2101,"6 a 9",7,"Programa Sename"
"1745",269,1744,2,0.33610001206398,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['menos', 'discriminacion']","Cambios políticos y culturales",278,"centro de régimen cerrado",3,3101,"14 a 18",5,"Otro"
"1746",270,1745,4,0.228699997067451,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['desigual', 'citas_textuales']","Conectividad y transporte",279,"opd colchagua",6,6301,"10 a 13",30,"Oficina de Protección de Derechos"
"1747",271,1746,2,0.190400004386902,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['cambiar', 'psu']","Cambios políticos y culturales",280,"programa salidas alternativas acj valparaiso",5,5801,"14 a 18",4,"Programa Sename"
"1748",272,1747,1,0.33390000462532,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['necesidad', 'mayor', 'oportunidad', 'poblar']","Mejorar calidad y acceso a salud y educación",281,"pie coronel",8,8102,"14 a 18",8,"Programa Sename"
"1749",274,1748,1,0.24779999256134,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['digno', 'medicamento', 'menor', 'preci']","Mejorar calidad y acceso a salud y educación",283,"centro residencial de niñas gabriela mistral",7,7102,"14 a 18",4,"Programa Sename"
"1750",275,1749,6,0.312900006771088,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'compartir', 'parir', 'jardin', 'espaciar', 'vinculacion', 'significativo', 'extrano', 'amigo', 'jugar', 'amigo', 'jardin']","Derechos sociales e igualdad",284,"oficina local de la niñez oln la florida",13,13101,"4 a 5",15,"Establecimiento Educacional"
"1751",276,1750,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",285,"centro residencial de niñas gabriela mistral",7,7102,"6 a 9",5,"Programa Sename"
"1752",277,1751,1,0.220200002193451,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['necesitar', 'transparentar', 'posible', 'traficar', 'organos', 'sename']","Mejorar calidad y acceso a salud y educación",286,"unidad justicia juvenil sename",12,12101,"14 a 18",4,"Programa Sename"
"1753",278,1752,6,0.235499992966652,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['valorar', 'derecho', 'debere']","Derechos sociales e igualdad",287,"ilustre municipalidad de litueche",6,6203,"6 a 9",8,"Otro"
"1754",280,1753,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['poder', 'jugar', 'disfrutar']","Espacios públicos",289,"municipalidad lo prado chile crece contigo",13,13117,"4 a 5",13,"Otro"
"1755",281,1754,1,0.354499995708466,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['social', 'mayor', 'seguridad', 'barrial', 'espacio', 'seguro', 'mejorar', 'residenciar', 'anciano', 'mejorar', 'pensionar', 'mejorar', 'subsidio', 'familia']","Mejorar calidad y acceso a salud y educación",290,"programa libertad asistida sembrando caminos mision evangelica san pablo de chile",8,8108,"14 a 18",4,"Programa Sename"
"1756",282,1755,1,0.502900004386902,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud', 'mayor', 'medicos', 'salud', 'mental']","Mejorar calidad y acceso a salud y educación",291,"opd maría pinto",13,13504,"Todos",13,"Consejo Consultivo"
"1757",283,1756,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['paz']","Paz y justicia",292,"opd purranque",10,10303,"10 a 13",12,"Otro"
"1758",284,1757,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['considerar', 'toma_decisiones', 'nacional']","Espacios públicos",293,"cread entre silos",7,7101,"14 a 18",15,"Programa Sename"
"1759",286,1758,8,0.211099997162819,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['gente', 'juntar', 'protestar']","Espacios públicos",295,"oficina de protección de derechos infanto juveniles de la serena",4,4101,"4 a 5",34,"Oficina de Protección de Derechos"
"1760",288,1759,0,0.218899995088577,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['unir']","Vivienda",297,"fortalecimiento municipal comuna de cochrane",11,11301,"10 a 13",10,"Establecimiento Educacional"
"1761",289,1760,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",298,"residencia femenina imillitay qal",1,1101,"Todos",9,"Programa Sename"
"1762",292,1761,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejor', 'salud']","Mejorar calidad y acceso a salud y educación",301,"ppf ciudad del niño coronel sur",8,8102,"10 a 13",9,"Programa Sename"
"1763",293,1762,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud']","Mejorar calidad y acceso a salud y educación",302,"ppf ciudad del niño coronel sur",8,8102,"6 a 9",6,"Programa Sename"
"1764",294,1763,8,0.186599999666214,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['cultura', 'promover', 'respet', 'personar', 'extranjero']","Espacios públicos",303,"opd mejillnones",2,2102,"14 a 18",6,"Oficina de Protección de Derechos"
"1765",295,1764,3,0.232500001788139,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['presidente']","Paz y justicia",304,"sename",5,5801,"14 a 18",8,"Programa Sename"
"1766",298,1765,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",307,"escuela de verano",6,6205,"10 a 13",21,"Establecimiento Educacional"
"1767",299,1766,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",308,"escuela de verano municipalidad de machali",6,6108,"6 a 9",29,"Otro"
"1768",300,1767,1,0.248500004410744,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['falto', 'naturaleza', 'animale']","Mejorar calidad y acceso a salud y educación",309,"rem per nuestra señora de la esperanza",16,16101,"4 a 5",10,"Programa Sename"
"1769",301,1768,8,0.338200002908707,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'plaza', 'jugar']","Espacios públicos",310,"chile crece contigo",13,13104,"4 a 5",6,"Establecimiento Educacional"
"1770",305,1769,6,0.292600005865097,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'tiempo', 'librar', 'familia']","Derechos sociales e igualdad",314,"programa de medidas cautelares ambulatorias misión evangélica san pablo de chile",8,8101,"14 a 18",9,"Programa Sename"
"1771",306,1770,7,0.25110000371933,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['descontendo', 'desagradar', 'nacional']","Acceso a servicios y prestaciones dignas",315,"escuela de verano maitencillo",5,5105,"6 a 9",25,"Otro"
"1772",308,1771,4,0.232199996709824,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'empatizar', 'mas']","Conectividad y transporte",317,"chile crece contigo opd y world vision",8,8106,"14 a 18",10,"Establecimiento Educacional"
"1773",310,1772,5,0.329899996519089,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['agresión', 'dela', 'autoridad', 'policial']","Seguridad",319,"opd purranque",10,10303,"14 a 18",8,"Oficina de Protección de Derechos"
"1774",311,1773,1,0.404000014066696,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['animal', 'cuidar', 'carino', 'tambien', 'mencionar', 'reiteradamente']","Mejorar calidad y acceso a salud y educación",320,"opd monte patria",4,4303,"4 a 5",14,"Oficina de Protección de Derechos"
"1775",313,1774,1,0.338499993085861,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['basurero', 'reciclable']","Mejorar calidad y acceso a salud y educación",322,"escuela de verano panguipulli",14,14108,"6 a 9",10,"Establecimiento Educacional"
"1776",315,1775,4,0.177599996328354,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesario', 'existir', 'mas', 'personar', 'fallecido']","Conectividad y transporte",324,"opd villa alemana",5,5804,"6 a 9",49,"Establecimiento Educacional"
"1777",316,1776,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['casar']","Mejorar calidad y acceso a salud y educación",325,"chcc antuco",8,8302,"6 a 9",7,"Otro"
"1778",318,1777,6,0.302899986505508,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'contar', 'lugar', 'atender', 'animal', 'formar', 'gratuito']","Derechos sociales e igualdad",327,"opd puente alto",13,13201,"6 a 9",8,"Otro"
"1779",319,1778,4,0.300799995660782,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['ultimar', 'necesidad', 'destacar', 'resaltar', 'salud', 'especialista', 'zona']","Conectividad y transporte",328,"opd y ppf",4,4201,"Todos",9,"Oficina de Protección de Derechos"
"1780",320,1779,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",329,"programa salidas alternativas",3,3101,"14 a 18",11,"Programa Sename"
"1781",321,1780,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'salud']","Mejorar calidad y acceso a salud y educación",330,"ilustre municipalidad de concón",5,5103,"10 a 13",50,"Otro"
"1782",322,1781,1,0.674799978733063,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['demorar', 'atención', 'salud', 'sistema', 'publicar', 'disponibilidad', 'profesional', 'especializar', 'carencia', 'valor', 'medicamento']","Mejorar calidad y acceso a salud y educación",331,"sename",5,5802,"14 a 18",5,"Programa Sename"
"1783",323,1782,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['sistema', 'pensionar', 'personar']","Mejorar calidad y acceso a salud y educación",332,"asociación cristiana de jóvenes",5,5101,"14 a 18",9,"Programa Sename"
"1784",324,1783,1,0.33390000462532,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'recurso', 'medicamento', 'adultos_mayores']","Mejorar calidad y acceso a salud y educación",333,"escuela de verano la peña",5,5506,"6 a 9",27,"Establecimiento Educacional"
"1785",325,1784,3,0.198699995875359,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['figurar', 'presidente']","Paz y justicia",334,"asociacion cristiana de jovenes",5,5501,"14 a 18",6,"Programa Sename"
"1786",327,1785,4,0.176899999380112,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['recreativo', 'publicos', 'plantar', 'areas_verdes']","Conectividad y transporte",336,"chile crece contigo",10,10305,"6 a 9",45,"Otro"
"1787",330,1786,9,0.27590000629425,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['necesidad', 'construir', 'escalera', 'partir', 'comuna']","Espacios recreativos y de esparcimiento",339,"ilustre municipalidad de canela",4,4202,"4 a 5",22,"Establecimiento Educacional"
"1788",332,1787,2,0.222900003194809,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['menos']","Cambios políticos y culturales",341,"fortalecimiento municipal chcc comuna de tortel",11,11303,"10 a 13",6,"Otro"
