"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"894",222,893,9,0.550700008869171,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['tranquilidad', 'seguridad', 'responsable', 'gobernar', 'pais', 'asegurar', 'crianza', 'derecho', 'basico', 'irrenunciable']","Cuidar el medio ambiente",230,"opd las compañías",4,4101,"Todos",13,"Oficina de Protección de Derechos"
"895",223,894,2,0.384099990129471,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['adolescente', 'referir', 'bajar', 'brazo', 'demanda', 'social', 'dialogar', 'realizar', 'mas', 'instancia', 'comuna', 'llay', 'llay', 'momento', 'solo', 'espacio', 'escuchado']","Mayor incidencia en el ambito público",231,"opd de la comuna de llay llay",5,5703,"14 a 18",4,"Consejo Consultivo"
"896",226,895,5,0.269199997186661,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['denunciar', 'pedir', 'ayuda', 'adulto', 'ver', 'situación', 'injusto', 'derecho', 'ninos_nina']","Mejorar en el colegio",234,"opd coquimbo",4,4102,"10 a 13",10,"Establecimiento Educacional"
"897",227,896,7,0.266099989414215,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['protestar', 'pacificamente']","Compromiso de obtener mejores notas",235,"corporación misión evangélica san pablo de chile",8,8102,"14 a 18",16,"Programa Sename"
"898",228,897,1,0.328900009393692,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['ayudar', 'cuidar', 'plaza', 'colegio']","Cuidar la convivencia",236,"opd coquimbo",4,4102,"4 a 5",23,"Establecimiento Educacional"
"899",230,898,8,0.467999994754791,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'poblacion']","Mayor participación en instancias de diálogo",238,"opd coquimbo sename",4,4102,"6 a 9",10,"Consejo Consultivo"
"900",231,899,7,0.474900007247925,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['jugar', 'companera', 'mas', 'unido']","Compromiso de obtener mejores notas",239,"opd coquimbo sename",4,4102,"4 a 5",25,"Establecimiento Educacional"
"901",232,900,7,0.474900007247925,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['jugar', 'companera', 'mas', 'unido']","Compromiso de obtener mejores notas",240,"opd coquimbo sename",4,4102,"4 a 5",25,"Establecimiento Educacional"
"902",236,901,7,0.222000002861023,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['ensuciar', 'casa', 'espacio']","Compromiso de obtener mejores notas",244,"centro de infancia",3,3303,"6 a 9",5,"Otro"
"903",242,902,9,0.601499974727631,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['perder', 'cordura', 'situacion', 'riesgo']","Cuidar el medio ambiente",251,"consejo consultivo nna",10,10105,"6 a 9",6,"Consejo Consultivo"
"904",244,903,7,0.32820001244545,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['cuidado', 'animal', 'botar', 'calle', 'entregar', 'carino', 'alimentacion']","Compromiso de obtener mejores notas",253,"i municipalidad de coinco",6,6103,"4 a 5",7,"Otro"
"905",246,904,6,0.471199989318848,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'estudiand']","Compartir y conversar con la familia y la gente",255,"jardín infantil mundo de amor",4,4103,"4 a 5",13,"Establecimiento Educacional"
"906",247,905,6,0.374500006437302,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['hacer', 'ejercer', 'derecho', 'informar', 'opinar', 'participar']","Compartir y conversar con la familia y la gente",256,"opd tirua",8,8207,"14 a 18",36,"Otro"
"907",254,906,8,0.291700005531311,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['generar', 'instancia', 'reunión', 'comunidad', 'compartir']","Mayor participación en instancias de diálogo",263,"chile crece contigo",6,6309,"6 a 9",3,"Otro"
"908",256,907,3,0.276199996471405,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['promover', 'reciclaje']","Mayor asistencia a Diálogos/Cabildos",265,"chile crece contigo",6,6309,"10 a 13",5,"Otro"
"909",261,908,5,0.263099998235703,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['fomentar', 'cuidado', 'adulto', 'mayore']","Mejorar en el colegio",270,"centro de niños de cuidados de padres temporeros",14,14201,"6 a 9",10,"Establecimiento Educacional"
"910",262,909,8,0.260800004005432,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['concientizar', 'entorno', 'respecto', 'importancia', 'cuidado', 'animal']","Mayor participación en instancias de diálogo",271,"centro de cuidado de niños de padres temporeros",14,14201,"10 a 13",10,"Establecimiento Educacional"
"911",264,910,0,0.30349999666214,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['comprometer', 'participar', 'trabajo', 'reciclar']","Respeto en la escuela",273,"programa chile crece contigo",6,6310,"10 a 13",6,"Otro"
"912",265,911,9,0.246900007128715,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['desear', 'estudiar', 'mes', 'corresponder', 'perder', 'clase']","Cuidar el medio ambiente",274,"club deportivo",8,8112,"10 a 13",20,"Otro"
"913",266,912,7,0.464899986982346,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'carabinero']","Compromiso de obtener mejores notas",275,"opd purranque",10,10303,"6 a 9",10,"Otro"
"914",267,913,0,0.361099988222122,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['continuar', 'cabildo', 'territorio']","Respeto en la escuela",276,"oficina de protección de derechos de independencia",13,13108,"6 a 9",18,"Establecimiento Educacional"
"915",270,914,3,0.375299990177154,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['comprometer', 'cuidar', 'planeta', 'cita', 'textual', 'nna']","Mayor asistencia a Diálogos/Cabildos",279,"opd colchagua",6,6301,"10 a 13",30,"Oficina de Protección de Derechos"
"916",271,915,8,0.331200003623962,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['ademas', 'informar', 'participar', 'tiempo']","Mayor participación en instancias de diálogo",280,"programa salidas alternativas acj valparaiso",5,5801,"14 a 18",4,"Programa Sename"
"917",272,916,3,0.436599999666214,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['solicitar', 'mayor', 'dialogo', 'participativo', 'generar', 'mas', 'oportunidad']","Mayor asistencia a Diálogos/Cabildos",281,"pie coronel",8,8102,"14 a 18",8,"Programa Sename"
"918",274,917,4,0.323399990797043,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['estudiar']","Ayudar y respetar a los compañeros",283,"centro residencial de niñas gabriela mistral",7,7102,"14 a 18",4,"Programa Sename"
"919",277,918,0,0.540600001811981,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['afianzar', 'red', 'feminista']","Respeto en la escuela",286,"unidad justicia juvenil sename",12,12101,"14 a 18",4,"Programa Sename"
"920",278,919,6,0.246199995279312,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['leer', 'mas', 'actualidad', 'nivel', 'pai']","Compartir y conversar con la familia y la gente",287,"ilustre municipalidad de litueche",6,6203,"6 a 9",8,"Otro"
"921",280,920,6,0.237499997019768,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['entregar', 'material', 'educativo', 'informacion', 'padres_madr', 'cuidador', 'ninos_a']","Compartir y conversar con la familia y la gente",289,"municipalidad lo prado chile crece contigo",13,13117,"4 a 5",13,"Otro"
"922",281,921,2,0.520799994468689,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['favorecer', 'espacio', 'sano', 'nino', 'anciano', 'ambito', 'comunitario']","Mayor incidencia en el ambito público",290,"programa libertad asistida sembrando caminos mision evangelica san pablo de chile",8,8108,"14 a 18",4,"Programa Sename"
"923",283,922,1,0.412200003862381,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['tomar', 'cuenta', 'propuesto', 'nino', 'nina']","Cuidar la convivencia",292,"opd purranque",10,10303,"10 a 13",12,"Otro"
"924",286,923,3,0.276199996471405,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mas', 'amable']","Mayor asistencia a Diálogos/Cabildos",295,"oficina de protección de derechos infanto juveniles de la serena",4,4101,"4 a 5",34,"Oficina de Protección de Derechos"
"925",288,924,4,0.381999999284744,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['comunicar', 'siempre', 'opinione']","Ayudar y respetar a los compañeros",297,"fortalecimiento municipal comuna de cochrane",11,11301,"10 a 13",10,"Establecimiento Educacional"
"926",289,925,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'marcha']","Mayor participación en instancias de diálogo",298,"residencia femenina imillitay qal",1,1101,"Todos",9,"Programa Sename"
"927",294,926,5,0.263599991798401,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['conversatorio', 'alcalde', 'común', 'mejillón']","Mejorar en el colegio",303,"opd mejillnones",2,2102,"14 a 18",6,"Oficina de Protección de Derechos"
"928",295,927,4,0.520600020885468,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['faltar', 'hora', 'medica', 'perder', 'hora', 'solo', 'perjudicar', 'tambien', 'persona', 'acceder', 'hora']","Ayudar y respetar a los compañeros",304,"sename",5,5801,"14 a 18",8,"Programa Sename"
"929",296,928,8,0.417100012302399,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['generar', 'busqueda', 'conocer', 'contexto', 'social']","Mayor participación en instancias de diálogo",305,"fortalecimiento municipal",11,11402,"6 a 9",19,"Otro"
"930",299,929,9,0.244299992918968,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['botar_basura', 'calle']","Cuidar el medio ambiente",308,"escuela de verano municipalidad de machali",6,6108,"6 a 9",29,"Otro"
"931",300,930,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['plantar', 'flor']","Cuidar la convivencia",309,"rem per nuestra señora de la esperanza",16,16101,"4 a 5",10,"Programa Sename"
"932",302,931,6,0.487899988889694,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['acercar', 'hacer', 'parte', 'padre', 'actividad', 'juego', 'salido', 'entorno']","Compartir y conversar con la familia y la gente",311,"jardin infantil junji los bajitos",10,10207,"4 a 5",9,"Otro"
"933",308,932,8,0.40200001001358,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['generar', 'instancia', 'participativo', 'autoridad', 'relizar', 'mas', 'conversatorio', 'enfocado', 'ninos_nina', 'adolescente']","Mayor participación en instancias de diálogo",317,"chile crece contigo opd y world vision",8,8106,"14 a 18",10,"Establecimiento Educacional"
"934",311,933,6,0.596000015735626,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['fortalecer', 'valoracion', 'juego', 'espacio', 'compartir', 'familia']","Compartir y conversar con la familia y la gente",320,"opd monte patria",4,4303,"4 a 5",14,"Oficina de Protección de Derechos"
"935",312,934,7,0.331999987363815,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['pacific']","Compromiso de obtener mejores notas",321,"oficina de protección de derechos de independencia",13,13108,"6 a 9",14,"Establecimiento Educacional"
"936",313,935,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['contaminar', 'agua']","Compartir y conversar con la familia y la gente",322,"escuela de verano panguipulli",14,14108,"6 a 9",10,"Establecimiento Educacional"
"937",314,936,6,0.342799991369247,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['escuchar']","Compartir y conversar con la familia y la gente",323,"oficina de protección de derechos de independencia",13,13108,"6 a 9",24,"Establecimiento Educacional"
"938",315,937,8,0.534600019454956,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['ninos_nina', 'comprometer', 'participar', 'espacio', 'convocado']","Mayor participación en instancias de diálogo",324,"opd villa alemana",5,5804,"6 a 9",49,"Establecimiento Educacional"
"939",316,938,4,0.381999999284744,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['dar', 'siempre', 'opinio']","Ayudar y respetar a los compañeros",325,"chcc antuco",8,8302,"6 a 9",7,"Otro"
"940",317,939,8,0.361099988222122,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['comprometer', 'organización', 'institución', 'realizar', 'actividad', 'ninos_a']","Mayor participación en instancias de diálogo",326,"ilustre municipalidad de paredones",6,6206,"4 a 5",6,"Otro"
"941",318,940,4,0.612100005149841,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['dar', 'opinion', 'siempre', 'respeto']","Ayudar y respetar a los compañeros",327,"opd puente alto",13,13201,"6 a 9",8,"Otro"
"942",321,941,6,0.374500006437302,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'padre', 'cuidar', 'agua', 'basura', 'reciclar']","Compartir y conversar con la familia y la gente",330,"ilustre municipalidad de concón",5,5103,"10 a 13",50,"Otro"
"943",322,942,5,0.418500006198883,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['respecto', 'tema', 'saqueo', 'joven', 'reflexionar', 'respecto', 'impacto', 'diferencia', 'saquear', 'multitienda', 'pyme', 'embargo', 'tiempo', 'realizacion', 'pie', 'estipulacion', 'acuerdo']","Mejorar en el colegio",331,"sename",5,5802,"14 a 18",5,"Programa Sename"
"944",323,943,8,0.466300010681152,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'actividad']","Mayor participación en instancias de diálogo",332,"asociación cristiana de jóvenes",5,5101,"14 a 18",9,"Programa Sename"
"945",328,944,7,0.432500004768372,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'norma', 'convivencia', 'norma', 'social', 'lugar', 'compartir']","Compromiso de obtener mejores notas",337,"municipalidad",11,11302,"Todos",5,"Otro"
"946",330,945,4,0.323399990797043,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['estudiar']","Ayudar y respetar a los compañeros",339,"ilustre municipalidad de canela",4,4202,"4 a 5",22,"Establecimiento Educacional"
"947",332,946,1,0.47749999165535,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'planeta', 'botar', 'basura', 'pasarela', 'mar']","Cuidar la convivencia",341,"fortalecimiento municipal chcc comuna de tortel",11,11303,"10 a 13",6,"Otro"
"948",334,947,8,0.224700003862381,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['luchar_derechos', 'cosa', 'cambiar']","Mayor participación en instancias de diálogo",343,"escuela de verano",14,14107,"10 a 13",10,"Otro"
"949",335,948,6,0.19650000333786,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['juntar', 'conversar', 'tomar', 'acuerdo']","Compartir y conversar con la familia y la gente",344,"ilustre municipalidad de lolol",6,6304,"10 a 13",8,"Establecimiento Educacional"
"950",336,949,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'naturaleza']","Cuidar la convivencia",345,"centro para niños con cuidadores principalmente temporeros cncpt 2020",14,14103,"6 a 9",12,"Establecimiento Educacional"
"951",337,950,8,0.619400024414062,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['realizacion', 'sesión', 'tipo', 'grupal']","Mayor participación en instancias de diálogo",346,"programa de prevención focalizada adolfo pérez esquivel",10,10108,"6 a 9",5,"Programa Sename"
"952",341,951,9,0.292800009250641,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['ninos_nina', 'compromiso', 'orientado', 'ayudar', 'medio_ambiente', 'acción', 'concreto', 'dirigido']","Cuidar el medio ambiente",350,"chile crece contigo municipalidad independencia",13,13108,"6 a 9",20,"Establecimiento Educacional"
"953",342,952,1,0.260899990797043,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['dar_conocer', 'opinion']","Cuidar la convivencia",351,"escuela básica  maitencillo",7,7408,"6 a 9",10,"Establecimiento Educacional"
"954",343,953,8,0.333799988031387,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['difundir', 'proxima', 'reunión', 'actividad', 'convocado', 'infancia', 'común']","Mayor participación en instancias de diálogo",352,"opd",7,7202,"6 a 9",12,"Otro"
"955",344,954,9,0.402099996805191,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['expondran', 'dibujo', 'lugar', 'publico', 'comuna']","Cuidar el medio ambiente",353,"opd chanco",7,7202,"4 a 5",24,"Establecimiento Educacional"
"956",347,955,8,0.317999988794327,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participacion', 'parte', 'actividad', 'comunitario']","Mayor participación en instancias de diálogo",356,"programa de prevención focalizada adolfo pérez esquivel",10,10108,"10 a 13",4,"Programa Sename"
"957",349,956,6,0.296600013971329,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['agente', 'cambio', 'hogar', 'amigo', 'barrio']","Compartir y conversar con la familia y la gente",358,"pie 24 horas sur talita cumi",8,8301,"14 a 18",10,"Programa Sename"
"958",350,957,7,0.266099989414215,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['compromiso', 'participacion']","Compromiso de obtener mejores notas",359,"opd rengo consejos de infancia",6,6115,"14 a 18",10,"Oficina de Protección de Derechos"
"959",352,958,6,0.338699996471405,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['pedirle', 'padre', 'cuidar', 'medio_ambiente']","Compartir y conversar con la familia y la gente",361,"chile crece contigo",13,13402,"6 a 9",10,"Otro"
"960",358,959,8,0.48420000076294,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['joven', 'lograr', 'identificar', 'importancia', 'manifestar', 'traves', 'voto', 'elección', 'gobernant', 'local', 'nacional', 'competir']","Mayor participación en instancias de diálogo",367,"programa libertad asistida especial misión evangélica san pablo de chile",8,8301,"14 a 18",4,"Programa Sename"
"961",359,960,8,0.370799988508224,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'actividad', 'comuna']","Mayor participación en instancias de diálogo",368,"red de infancia hualqui",8,8105,"10 a 13",27,"Establecimiento Educacional"
"962",362,961,7,0.61710000038147,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['prender', 'fuego', 'jugar', 'fuego']","Compromiso de obtener mejores notas",371,"cncpt",6,6102,"6 a 9",15,"Establecimiento Educacional"
"963",363,962,3,0.276199996471405,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['partir', 'solidario']","Mayor asistencia a Diálogos/Cabildos",372,"opd",8,8303,"14 a 18",10,"Consejo Consultivo"
"964",364,963,1,0.383399993181229,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['proteger', 'defender', 'agu']","Cuidar la convivencia",373,"escuela de verano san esteban",5,5304,"10 a 13",15,"Otro"
"965",365,964,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'agua']","Compartir y conversar con la familia y la gente",374,"cnctp",6,6102,"10 a 13",22,"Establecimiento Educacional"
"966",368,965,5,0.301699995994568,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['proponer', 'traves', 'construccion', 'social', 'levantamiento', 'necesidad', 'propuesto', 'mejorar', 'calidad']","Mejorar en el colegio",377,"programa de salidas alternativas",10,10301,"14 a 18",15,"Programa Sename"
"967",371,966,5,0.607800006866455,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['portavoz', 'nuevo', 'iniciativa', 'realizar', 'cambio']","Mejorar en el colegio",380,"opd constitución empedrado",7,7102,"14 a 18",2,"Consejo Consultivo"
"968",373,967,6,0.338800013065338,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['reflexionar', 'familia', 'actualidad', 'nacional']","Compartir y conversar con la familia y la gente",382,"municipalidad de lo espejo",13,13116,"6 a 9",9,"Otro"
"969",374,968,2,0.368800014257431,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['botar_basura', 'espacio', 'habilitado']","Mayor incidencia en el ambito público",383,"diálogos participativos chcc 1",8,8303,"4 a 5",6,"Otro"
"970",376,969,9,0.44310000538826,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['destruir', 'vivir']","Cuidar el medio ambiente",385,"chile crece contigo",13,13124,"6 a 9",13,"Otro"
"971",377,970,1,0.537000000476837,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['regar', 'cuidar', 'arbol', 'flor', 'casa']","Cuidar la convivencia",386,"diálogos participativos chcc2",8,8303,"6 a 9",7,"Otro"
"972",378,971,2,0.368800014257431,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['ensuciar', 'espacio', 'publico']","Mayor incidencia en el ambito público",387,"acj valparaíso sede rpa san felipe",5,5701,"14 a 18",5,"Otro"
"973",379,972,7,0.474900007247925,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['maltratar', 'animal', 'cuidar', 'mascota']","Compromiso de obtener mejores notas",388,"diálogos participativos chcc3",8,8303,"10 a 13",10,"Otro"
"974",380,973,3,0.131300002336502,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['reir', 'siempr']","Mayor asistencia a Diálogos/Cabildos",389,"chile crece contigo",13,13124,"4 a 5",6,"Establecimiento Educacional"
"975",381,974,3,0.537000000476837,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['comprometido', 'tener', 'disposicion', 'frente', 'situación', 'tema', 'gustar']","Mayor asistencia a Diálogos/Cabildos",390,"cread galvarino sename",13,13101,"10 a 13",8,"Programa Sename"
"976",382,975,3,0.395700007677078,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['tener', 'conciencia', 'social']","Mayor asistencia a Diálogos/Cabildos",391,"club deportivo de cheerleader jaguar",2,2301,"10 a 13",6,"Establecimiento Educacional"
"977",383,976,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['cuidar', 'parque']","Mayor participación en instancias de diálogo",392,"programa abriendo caminos tikvah",6,6101,"Todos",8,"Otro"
"978",384,977,1,0.260899990797043,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['expresar', 'opinión']","Cuidar la convivencia",393,"club deportivo recreativo social de cheerleaders jaguar",2,2301,"6 a 9",4,"Otro"
"979",386,978,4,0.381999999284744,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['estudiar', 'profesional', 'futbol']","Ayudar y respetar a los compañeros",395,"deportes tocopilla",2,2301,"6 a 9",9,"Otro"
"980",387,979,8,0.410800009965897,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['concientizar', 'mas', 'cercano', 'importancia', 'pequeno', 'cambio', 'hacer', 'aportar', 'granito', 'arena']","Mayor participación en instancias de diálogo",396,"deportes tocopilla",2,2301,"10 a 13",5,"Otro"
"981",388,980,2,0.458600014448166,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['mantener', 'espacio', 'recreativo', 'común']","Mayor incidencia en el ambito público",397,"deportes tocopilla",2,2301,"10 a 13",4,"Otro"
"982",390,981,9,0.598800003528595,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['aceptar', 'persona', 'respetar', 'orientacion', 'sexual', 'raza', 'situacion', 'social', 'religion']","Cuidar el medio ambiente",399,"grupo scout",10,10206,"10 a 13",7,"Otro"
"983",392,982,6,0.520299971103668,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'realidad', 'nivel', 'pais', 'familia']","Compartir y conversar con la familia y la gente",401,"programa chile crece contigo i municipalidad de maria pinto",13,13504,"Todos",13,"Otro"
"984",394,983,7,0.266099989414215,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['mejor', 'animal']","Compromiso de obtener mejores notas",403,"opd vallenar",3,3301,"Todos",9,"Otro"
"985",396,984,7,0.383799999952316,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['amable', 'nino', 'respetar']","Compromiso de obtener mejores notas",405,"programa abriendo caminos tikvah",6,6310,"10 a 13",6,"Otro"
"986",397,985,5,0.293500006198883,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['participar', 'instancia', 'motivo', 'llegar', 'acuerdo', 'mejorar', 'calidad_vida', 'comunidad']","Mejorar en el colegio",407,"consejo consultivo",5,5703,"14 a 18",4,"Oficina de Protección de Derechos"
"987",398,986,7,0.464800000190735,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'dema']","Compromiso de obtener mejores notas",408,"chile crece contigo",10,10302,"6 a 9",12,"Establecimiento Educacional"
"988",399,987,6,0.473399996757507,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cooperar', 'as']","Compartir y conversar con la familia y la gente",409,"chile crece contigo",10,10302,"10 a 13",11,"Establecimiento Educacional"
"989",400,988,8,0.533900022506714,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['respetar', 'tolerara', 'incluir', 'par', 'pensar', 'actuar', 'distint']","Mayor participación en instancias de diálogo",410,"oln colina",13,13301,"14 a 18",6,"Oficina Local de la Niñez"
"990",402,989,2,0.316399991512299,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['espacio', 'participacion', 'reflexion', 'adulto']","Mayor incidencia en el ambito público",412,"oln colina",13,13301,"10 a 13",6,"Oficina Local de la Niñez"
"991",403,990,6,0.274599999189377,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'ambiente']","Compartir y conversar con la familia y la gente",413,"centro de niños de madres temporeras san pablo",10,10307,"6 a 9",20,"Establecimiento Educacional"
