"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"1556",67,1555,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['querer', 'chile', 'mas', 'seguro']","Tópic_1","liceo república de brasil",14,14103,2,45,"Liceos"
"1557",68,1556,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'seguridad', 'prevenir', 'robo']","Tópic_3","municipalidad de talcahuano",8,8110,3,52,"Municipalidades"
"1558",74,1557,7,0.247299998998642,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['calidad']","Tópic_7","chcc coronel",8,8102,5,20,"No detectado"
"1559",76,1558,1,0.174700006842613,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['heladeria']","Tópic_1","jardín infantíl  tía virginia",5,5109,1,19,"Jardines Infantiles"
"1560",77,1559,8,0.421400010585785,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'hombres_mujer', 'ninos_nina']","Tópic_8","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"1561",78,1560,3,0.279799997806549,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['salud', 'mejorar', 'atencion', 'medicamento', 'gratuito', 'aumente', 'cantidad', 'profesional']","Tópic_3","ppf araucaria",8,8105,4,5,"Programas NNA"
"1562",79,1561,2,0.19760000705719,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['ser_escuchar']","Tópic_2","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,5,18,"OPD"
"1563",80,1562,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'recurso', 'salud_publica']","Tópic_1","opd curicó",7,7301,4,8,"OPD"
"1564",84,1563,2,0.341500014066696,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['ninos', 'calle', 'oportunidad', 'estudiar']","Tópic_2","opd san rafael pelarco",7,7110,3,16,"OPD"
"1565",85,1564,4,0.282599985599518,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['realizar', 'taller', 'socioeducativo', 'concientizar', 'reciclaje', 'contaminar', 'cuidado', 'agua']","Tópic_4","escuela san josé",5,5702,3,10,"Escuelas"
"1566",86,1565,4,0.279300004243851,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['persona', 'trabajar', 'ganar', 'sueldo', 'digno', 'trabajo', 'esfuerzo']","Tópic_4","escuela maría teresa del canto",5,5702,3,27,"Escuelas"
"1567",89,1566,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'parque']","Tópic_1","escuela fernando santivan",14,14101,1,10,"Escuelas"
"1568",90,1567,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejora', 'sistema', 'salud_publica']","Tópic_1","oficina de proteccion de derechos de infancia y adolescencia cabildo",5,5402,3,6,"OPD"
"1569",92,1568,0,0.245700001716614,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['difundir', 'actividad', 'adulto', 'apoderado', 'sector']","Tópic_0","escuela los cerrillos",5,5702,3,12,"Escuelas"
"1570",93,1569,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['familia', 'mas', 'unido']","Tópic_6","escuela fernando santivan",14,14101,1,9,"Escuelas"
"1571",96,1570,8,0.193599998950958,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['conversar', 'existir', 'conflicto']","Tópic_8","jardín infantil y sala cuna los paltitos",5,5109,1,21,"Jardines Infantiles"
"1572",97,1571,7,0.345999985933304,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['realizar', 'paseo', 'pedagogico', 'ninos_a', 'visitar', 'mar']","Tópic_7","programa chile crece contigo ilustre municipalidad de santo domingo",5,5606,2,19,"Programas NNA"
"1573",98,1572,1,0.279100000858307,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['recibir', 'mas', 'proteccion', 'parte', 'adulto']","Tópic_1","escuela blas cuevas escuela república del salvador  taller de acción comunitaria",5,5101,5,120,"Escuelas"
"1574",99,1573,3,0.169799998402595,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['cuanto', 'salud', 'ninos_nina', 'senalan', 'familia', 'esperar', 'tiempo', 'atencion', 'ende', 'proponer', 'bajar', 'nivel', 'esperar', 'mejorar', 'atencion', 'profesional']","Tópic_3","jardín infantil leliantu",8,8305,1,11,"Jardines Infantiles"
"1575",100,1574,6,0.245299994945526,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['uso', 'vestimenta', 'libre', 'alumno', 'cuestionado', 'vestuario', 'relacionar', 'entorno']","Tópic_6","consejo consultivo nna",13,13113,5,11,"Consejo Consultivo de la Niñéz"
"1576",103,1575,1,0.342599987983704,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['charla', 'droga', 'consumo_alcohol']","Tópic_1","consejo consultivo nna",13,13113,5,28,"Consejo Consultivo de la Niñéz"
"1577",107,1576,1,0.342700004577637,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['acceso', 'salud', 'calidad']","Tópic_1","consejo consultivo magallanes",12,12101,5,16,"Consejo Consultivo de la Niñéz"
"1578",108,1577,4,0.330399990081787,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['medioambiente', 'reciclaje']","Tópic_4","oficina local de la niñez municipalidad de requínoa",6,6116,4,10,"Oficina Local de la Niñez"
"1579",109,1578,5,0.251199990510941,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['enfermo', 'atender', 'bien', 'mueran', 'esperar']","Tópic_5","oficina local de la niñez municipalidad de requínoa",6,6116,3,6,"Oficina Local de la Niñez"
"1580",110,1579,4,0.33050000667572,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['incentivar', 'reciclaje']","Tópic_4","taller pladeco",13,13113,2,28,"No detectado"
"1581",111,1580,0,0.187800005078316,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidar', 'animal', 'naturaleza']","Tópic_0","jardín tesoros de la tierra",4,4302,1,11,"Jardines Infantiles"
"1582",113,1581,2,0.300799995660782,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['equidad', 'genero']","Tópic_2","consejo consultivo infancia y adolescencia",4,4304,4,11,"Consejo Consultivo de la Niñéz"
"1583",116,1582,0,0.224800005555153,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['gente', 'cuidar', 'planeta', 'contaminen', 'conservar', 'flora_fauna']","Tópic_0","ilustre municipalidad de pencahue",7,7107,1,8,"Municipalidades"
"1584",117,1583,8,0.229800000786781,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['realizar', 'taller', 'verano', 'fortalecer', 'participacion', 'nna', 'comuna']","Tópic_8","opd olmue",5,5803,3,12,"OPD"
"1585",118,1584,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'cantidad', 'profesional', 'salud']","Tópic_3","liceo polivalente sara braun",12,12101,4,27,"Liceos"
"1586",119,1585,0,0.309700012207031,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizar', 'cabildo', 'ninos_nina', 'hacer', 'seguimiento', 'necesidad']","Tópic_0","opd tierna infnacia",6,6307,1,12,"OPD"
"1587",120,1586,8,0.182699993252754,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['faltar', 'participacion', 'votación', 'charla', 'opinión', 'opción', 'responsable', 'municipio', 'gobierno']","Tópic_8","opd molina",7,7304,4,15,"OPD"
"1588",121,1587,1,0.39190000295639,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['sistema', 'salud', 'educacion', 'pensión', 'jubilación', 'garantizar', 'derechos_humano']","Tópic_1","consejo consultivo nnj san felipe  opd san felipe",5,5701,4,40,"OPD"
"1589",122,1588,9,0.254700005054474,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['propiciar', 'espacio', 'dialogo', 'prime', 'respecto']","Tópic_9","opd",5,5604,5,8,"OPD"
"1590",123,1589,0,0.366200000047684,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['derecho', 'mujer', 'equidad', 'genero', 'generar', 'espacio', 'educativo', 'adulto', 'referente', 'tematica', 'genero', 'buscar', 'generar', 'cambio', 'cultura', 'machista', 'visibilizar', 'aun', 'común']","Tópic_0","opd la higuera",4,4104,3,8,"OPD"
"1591",124,1590,6,0.22689999639988,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['chile']","Tópic_6","jardin infantil tte luis cruz martinez",13,13501,1,13,"Jardines Infantiles"
"1592",126,1591,1,0.258100003004074,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['suban', 'sueldo']","Tópic_1","oficina de protección de derechos de infancia talca y seremi de desarrollo social maule",7,7101,3,47,"OPD"
"1593",129,1592,7,0.308400005102158,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['manifestar', 'idea', 'pensamiento', 'expresar', 'forma', 'positiv']","Tópic_7","programa de medidas cautelares ambulatorias ciudad del niño llanquihue y palena",10,10101,4,3,"Programas NNA"
"1594",130,1593,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['respeto', 'animale']","Tópic_1","jardin infantil vallecitos de aysen",11,11101,1,8,"Jardines Infantiles"
"1595",131,1594,1,0.204899996519089,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tener', 'menos', 'dia', 'clase', 'semana']","Tópic_1","chile crece contigo",8,8202,3,24,"Programas NNA"
"1596",132,1595,9,0.29899999499321,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['metodologia', 'estudio', 'incorporar', 'trabajo', 'mas', 'practico', 'teorico']","Tópic_9","psa llanquihue y palena fundación ciudad del niño",10,10101,4,5,"Programas NNA"
"1597",133,1596,3,0.286500006914139,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mundo', 'mas', 'limpi']","Tópic_3","opd quillota",5,5501,5,10,"OPD"
"1598",135,1597,0,0.247500002384186,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['posibilidad', 'realizar', 'tipo', 'reunión', 'informar', 'beneficio']","Tópic_0","instituto ignacio carrera pinto junaeb",6,6117,4,30,"No detectado"
"1599",146,1598,3,0.222900003194809,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['hermoseamiento']","Tópic_3","opd freirina",3,3303,2,46,"OPD"
"1600",148,1599,1,0.31360000371933,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mayor', 'educacion', 'empatia', 'salud', 'mental', 'violencia', 'ambito']","Tópic_1","opd vichuquén",7,7309,3,10,"OPD"
"1601",149,1600,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'tiempo', 'juego', 'amigo']","Tópic_1","pre kinder  escuela monseñor",7,7302,1,11,"Escuelas"
"1602",151,1601,4,0.33050000667572,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['trabajar', 'mejorar']","Tópic_4","sename",13,13120,2,10,"No detectado"
"1603",152,1602,2,0.23929999768734,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['igualdad', 'justicia', 'carabineros', 'ciudadanio']","Tópic_2","mision evangelica san pablo de chile pla biobio",8,8301,4,6,"No detectado"
"1604",153,1603,8,0.34689998626709,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['injusticia', 'social']","Tópic_8","corporación misión evangélica san pablo de chile programa de medidas cautelares we newen",8,8301,4,6,"Programas NNA"
"1605",155,1604,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['existir', 'cambio', 'sename']","Tópic_1","misión evangélica san pablo de chile programa libertad asistida especial",8,8301,4,6,"Programas NNA"
"1606",156,1605,4,0.262899994850159,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['bajar_precio', 'cuenta', 'luz', 'agua']","Tópic_4","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"1607",157,1606,8,0.182899996638298,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['tiempo', 'adulto', 'compartir', 'adulto', 'disponer', 'mas', 'tiempo', 'hijo', 'calidad', 'preocupación']","Tópic_8","liceo san ignacio",7,7104,1,7,"Liceos"
"1608",158,1607,2,0.198599994182587,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['existir', 'mundo', 'mas', 'justo', 'justicia', 'equidad']","Tópic_2","niñez arauco punta lavapie",8,8202,2,7,"No detectado"
"1609",159,1608,0,0.340299993753433,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['hacer', 'huerto']","Tópic_0","jardín infantil ukika",12,12201,1,23,"Jardines Infantiles"
"1610",161,1609,5,0.208700001239777,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['cuartel', 'bombero']","Tópic_5","municipalidad de río verde",12,12103,2,7,"Municipalidades"
"1611",163,1610,7,0.17170000076294,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejorar', 'educacion', 'solicitando', 'derecho', 'beneficio']","Tópic_7","opd puchuncaví",5,5105,3,15,"OPD"
"1612",164,1611,7,0.384099990129471,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['otorgar', 'igual', 'cantidad', 'recurso', 'economico', 'insumo', 'mejor', 'calidad', 'colegio']","Tópic_7","programas psa elqui",4,4101,4,5,"Programas NNA"
"1613",167,1612,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mejor', 'atencion', 'profesional']","Tópic_3","red de protección social santa maría y opd santa maria",5,5706,4,12,"OPD"
"1614",169,1613,6,0.289400011301041,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['saqueo', 'destruccion', 'pais']","Tópic_6","oficina de protección de derechos",6,6102,3,5,"OPD"
"1615",170,1614,3,0.286500006914139,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mundo', 'mas', 'limpi']","Tópic_3","opd quillota",5,5501,5,10,"OPD"
"1616",173,1615,4,0.20440000295639,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['violencia', 'generado', 'estallid']","Tópic_4","opd la ligua y cecrea",5,5401,5,27,"OPD"
"1617",174,1616,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['compromiso', 'adultos_mayor']","Tópic_0","adolescentes de mulchén",8,8305,4,12,"No detectado"
"1618",175,1617,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['adultos_mayor']","Tópic_4","oficina de protección de derechos de la infancia",8,8202,3,23,"OPD"
"1619",178,1618,1,0.291200011968613,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['bajar', 'dieta', 'parlamentario', 'aumentar', 'pensión', 'tener', 'vejez', 'mas', 'digno']","Tópic_1","alumnos liceo pinto",16,16106,4,7,"Escuelas"
"1620",179,1619,5,0.19650000333786,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['carabinero', 'ejercido', 'acto', 'violencia', 'ciudadania', 'expulsado', 'institucion', 'derecho', 'gozar', 'sueldo']","Tópic_5","chile crece contigo",8,8206,3,16,"Programas NNA"
"1621",180,1620,7,0.251500010490417,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'ensenanz']","Tópic_7","alumnos liceo pinto",16,16106,4,8,"Escuelas"
"1622",181,1621,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'salud', 'mas', 'especialista']","Tópic_1","grupo de amigos",16,16108,4,7,"No detectado"
"1623",182,1622,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'salud', 'mas', 'especialista']","Tópic_1","grupo de amigos",16,16108,4,7,"No detectado"
"1624",183,1623,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['especialista', 'salud']","Tópic_1","grupo de amigos",16,16108,4,7,"No detectado"
"1625",184,1624,0,0.270799994468689,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['realizar', 'campana', 'vecino', 'sector']","Tópic_0","opd pudahuel",13,13124,5,30,"OPD"
"1626",187,1625,7,0.250999987125397,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['regar', 'arbol', 'importante', 'respirar', 'necesitar', 'abono', 'agua', 'sol', 'necesitar', 'vivir', 'agua']","Tópic_7","municipalidad",4,4106,2,4,"No detectado"
"1627",188,1626,0,0.213799998164177,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['juicio', 'violador', 'derechos_humano']","Tópic_0","red de infancia y adolescencia de pudahuel",13,13124,5,115,"No detectado"
"1628",190,1627,1,0.205300003290176,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['bajar_precio', 'cuenta', 'basica', 'casa']","Tópic_1","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"1629",191,1628,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mejor', 'atencion', 'profesional']","Tópic_3","red de protección social santa maría y opd santa maría",5,5706,4,12,"OPD"
"1630",192,1629,9,0.276100009679794,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['gratuito', 'desarrollar', 'actividad']","Tópic_9","red comunal de la niñez",5,5701,3,20,"No detectado"
"1631",193,1630,8,0.316399991512299,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['proteccion', 'derecho', 'ninos_nina', 'joven', 'trav', 'actividad', 'promover']","Tópic_8","cesfam san esteban",5,5304,4,10,"No detectado"
"1632",194,1631,5,0.200200006365776,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['mejores_pensión']","Tópic_5","opd pac 24 horas",13,13121,5,80,"OPD"
"1633",195,1632,1,0.301600009202957,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cometa', 'volar', 'cielo']","Tópic_1","jardin infantil y sala cuna siete estrellitas",4,4301,1,8,"Jardines Infantiles"
"1634",196,1633,1,0.386599987745285,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['menos', 'contaminacio']","Tópic_1","hijos de funcionarios públicos",3,3101,2,4,"Hijos de funcionarios"
"1635",202,1634,1,0.307599991559982,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasar', 'mas', 'tiempo', 'familia']","Tópic_1","chcc opd daem",5,5301,1,10,"OPD"
"1636",203,1635,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tener', 'salud', 'calidad']","Tópic_1","municipalidad de tirua",8,8207,5,100,"Municipalidades"
"1637",205,1636,8,0.317400008440018,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['buscar', 'oportunidad', 'estudiar', 'procurar', 'mayor', 'calidad', 'vid']","Tópic_8","adolescentes",11,11102,4,9,"No detectado"
"1638",206,1637,1,0.409799993038177,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['reclamar', 'pensión', 'abuelito', 'plata']","Tópic_1","oficina de niñez municipalidad de quilicura",13,13125,5,39,"Municipalidades"
"1639",209,1638,6,0.264200001955032,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['tener', 'relacion', 'cordial', 'cercano', 'vecino']","Tópic_6","jardín infantil los naranjitos",6,6115,1,11,"Jardines Infantiles"
"1640",210,1639,3,0.258500009775162,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'decir', 'realicen', 'mas', 'actividad', 'expresar', 'necesidad', 'opinión', 'pacificamente']","Tópic_3","mesa infantojuvenil",14,14203,5,21,"No detectado"
"1641",211,1640,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'persona']","Tópic_8","chile crece contigo opd daem los andes",5,5301,3,8,"OPD"
"1642",212,1641,3,0.194900006055832,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['reciclar', 'botar_basura']","Tópic_3","municipalidad de santa cruz niños programa familia",6,6310,2,7,"Municipalidades"
"1643",214,1642,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['respeto', 'hombres_mujer', 'ninos_nina']","Tópic_8","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"1644",215,1643,0,0.249099999666214,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['ano', 'sano', 'convivencia', 'persona', 'activar', 'capacidad', 'dialogo']","Tópic_0","opd putaendo y hpv2 putaendo y programa de fortalecimiento municipal red chcc y sala de juegos hepi",5,5705,5,20,"OPD"
"1645",217,1644,4,0.202000007033348,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['reciclar', 'agua']","Tópic_4","ilustre municipalidad de concón",5,5103,2,47,"Municipalidades"
"1646",218,1645,0,0.224900007247925,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['persona', 'robar', 'quedar', 'mas', 'tiempo', 'carcel']","Tópic_0","colegio timoteo araya alegría",7,7407,3,20,"Liceos"
"1647",219,1646,9,0.290899991989136,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['informar', 'joven', 'voto', 'obligatorio', 'invitar', 'votar']","Tópic_9","misión ev san pablo de chile",8,8205,4,16,"No detectado"
"1648",220,1647,7,0.375999987125397,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'calidad', 'invertir', 'mas']","Tópic_7","opd rucamalen",8,8205,3,7,"OPD"
"1649",222,1648,1,0.409799993038177,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['dialogo', 'efectivo', 'directo', 'gobernar']","Tópic_1","opd las compañías",4,4101,5,13,"OPD"
"1650",223,1649,2,0.19760000705719,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['justicia']","Tópic_2","opd de la comuna de llay llay",5,5703,4,4,"OPD"
"1651",226,1650,3,0.223600000143051,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['pinera']","Tópic_3","opd coquimbo",4,4102,3,10,"OPD"
"1652",227,1651,1,0.258700013160706,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['exigir', 'riqueza', 'compartido']","Tópic_1","corporación misión evangélica san pablo de chile",8,8102,4,16,"No detectado"
"1653",228,1652,1,0.204699993133545,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['existir', 'luz', 'alumbrar', 'miedo', 'calle']","Tópic_1","opd coquimbo",4,4102,1,23,"OPD"
"1654",229,1653,7,0.401199996471405,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['salud', 'mejor', 'distribucion', 'dinero', 'insumo', 'mejor', 'base', 'estructural']","Tópic_7","opd rucamalen",8,8205,4,6,"OPD"
"1655",230,1654,8,0.425999999046326,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['existir', 'brigada', 'ninos_nina', 'adolescente', 'importante', 'recurso', 'show', 'entretener', 'ninos_nina', 'serio']","Tópic_8","opd coquimbo sename",4,4102,2,10,"OPD"
"1656",231,1655,2,0.264099985361099,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['acabe_violencia', 'partir', 'militar', 'carabinero', 'maten', 'mas', 'gente']","Tópic_2","opd coquimbo sename",4,4102,1,25,"OPD"
"1657",232,1656,2,0.264099985361099,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['acabe_violencia', 'partir', 'militar', 'carabinero', 'maten', 'mas', 'gente']","Tópic_2","opd coquimbo sename",4,4102,1,25,"OPD"
"1658",233,1657,7,0.2483000010252,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['promueva', 'familia', 'respeto', 'opinión', 'distinto']","Tópic_7","junta de vecinos presidente lagos",9,9111,3,12,"Juntas de Vecinos y Grupos de vecinos"
"1659",234,1658,4,0.384299993515015,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['nivel', 'universitario', 'fiscalice', 'gratuidad', 'exijan', 'condición', 'aprovechen', 'recurso', 'inviertar', 'estudiante']","Tópic_4","junta de vecinos imperial",9,9111,4,17,"Juntas de Vecinos y Grupos de vecinos"
"1660",241,1659,7,0.273699998855591,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['justicia', 'igual', 'menos', 'discriminacion']","Tópic_7","sename    cip crc la serena",4,4101,4,7,"Sename"
"1661",244,1660,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidado', 'animal']","Tópic_0","i municipalidad de coinco",6,6103,1,7,"Municipalidades"
"1662",245,1661,4,0.201199993491173,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['mejorar', 'forma', 'manifestar', 'violencia', 'caso', 'arte', 'cultura']","Tópic_4","oficina local de la niñez",1,1101,2,8,"Oficina Local de la Niñez"
"1663",246,1662,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['marchar', 'manera', 'mas', 'pacifico']","Tópic_1","jardín infantil mundo de amor",4,4103,1,13,"Jardines Infantiles"
"1664",247,1663,7,0.383899986743927,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['formado', 'gente', 'candidato', 'partido', 'politico']","Tópic_7","opd tirua",8,8207,4,36,"OPD"
"1665",251,1664,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['escuchar', 'gente']","Tópic_7","residencia teniente merino",1,1101,5,10,"No detectado"
